form,lemma
members,member
fled,flee
the,the
outbreak,outbreak
of,of
the,the
war,war
",",","
she,she
said,say
.,.
	,PUNCT
We,we
were,be
on,on
the,the
road,road
and,and
the,the
first,first
bridge,bridge
was,be
bombed,bomb
and,and
we,we
drove,drive
home,home
and,and
all,all
the,the
other,other
bridges,bridge
were,be
bombed,bomb
and,and
there,there
was,be
absolutely,absolutely
no,no
way,way
for,for
us,we
to,to
get,get
home,home
",",","
	,PUNCT
Chahine,Chahine
told,tell
reporters,reporter
outside,outside
federal,federal
court,court
in,in
Detroit,Detroit
.,.
	,PUNCT
We,we
were,be
all,all
American,american
citizens,citizen
and,and
there,there
was,be
no,no
way,way
that,that
anybody,anybody
helped,help
us,we
.,.
No,no
communications,communication
nothing,nothing
.,.
I,I
was,be
on,on
my,my
way,way
to,to
my,my
wedding,wedding
fearing,fear
death,death
",",","
basically,basically
.,.
	,PUNCT
Chahine,Chahine
said,say
her,she
immediate,immediate
family,family
spent,spend
about,about
$,$
"20,000","20,000"
to,to
return,return
to,to
Detroit,Detroit
via,via
Syria,Syria
and,and
Jordan,Jordan
.,.
Dear,dear
Nina,Nina
",",","
Here,here
's,be
a,a
tip,tip
:,:
Do,do
n't,not
get,get
married,marry
in,in
countries,country
that,that
house,house
illegal,illegal
militias,militia
that,that
attack,attack
other,other
countries,country
and,and
hence,hence
are,be
likely,likely
to,to
come,come
under,under
counter-attack,counter-attack
!,!
Crap,crap
like,like
this,this
sure,sure
makes,make
me,I
want,want
to,to
rush,rush
right,right
out,out
and,and
rescue,rescue
people,people
from,from
dilemmas,dilemma
of,of
their,they
own,own
making,making
.,.
Though,though
I,I
am,be
loathe,loathe
to,to
quote,quote
other,other
writers,writer
at,at
legnth,legnth
in,in
this,this
space,space
",",","
this,this
little,little
bit,bit
from,from
Dan,Dan
Froomkin,Froomkin
's,'s
	,PUNCT
White,White
House,House
Briefing,Briefing
	,PUNCT
column,column
in,in
the,the
WashPost,WashPost
today,today
is,be
just,just
too,too
good,good
to,to
pass,pass
up,up
(,(
read,read
the,the
whole,whole
column,column
here,here
),)
:,:
At,at
the,the
Ask,ask
the,the
President,President
event,event
on,on
Friday,Friday
",",","
one,one
of,of
the,the
questions,question
was,be
about,about
whether,whether
Bush,Bush
has,have
any,any
thoughts,thought
about,about
his,he
memoirs,memoirs
.,.
This,this
is,be
one,one
example,example
of,of
what,what
happens,happen
when,when
Bush,Bush
gets,get
a,a
question,question
that,that
he,he
has,have
n't,not
anticipated,anticipate
.,.
	,PUNCT
Q,q
Thank,thank
you,you
--,--
I,I
was,be
wondering,wonder
",",","
there,there
's,be
a,a
lot,lot
of,of
talk,talk
right,right
now,now
about,about
memoirs,memoirs
being,be
written,write
with,with
the,the
former,former
President,President
.,.
After,after
you,you
are,be
elected,elect
in,in
2004,2004
",",","
what,what
will,will
your,you
memoirs,memoirs
say,say
about,about
you,you
",",","
what,what
will,will
the,the
title,title
be,be
",",","
and,and
what,what
will,will
the,the
main,main
theme,theme
say,say
?,?
	,PUNCT
THE,the
PRESIDENT,PRESIDENT
:,:
I,I
appreciate,appreciate
that,that
.,.
(,(
Laughter,laughter
.,.
),)
There,there
is,be
a,a
painting,painting
on,on
my,my
wall,wall
in,in
the,the
Oval,Oval
--,--
first,first
of,of
all,all
",",","
I,I
do,do
n't,not
know,know
.,.
I,I
'm,be
just,just
speculating,speculate
now,now
.,.
I,I
really,really
have,have
n't,not
thought,think
about,about
writing,write
a,a
book,book
.,.
My,my
life,life
is,be
too,too
complicated,complicated
right,right
now,now
trying,try
to,to
do,do
my,my
job,job
.,.
(,(
Laughter,laughter
.,.
),)
But,but
if,if
--,--
there,there
's,be
a,a
painting,painting
on,on
the,the
wall,wall
in,in
the,the
Oval,Oval
Office,Office
that,that
shows,show
a,a
horseman,horseman
charging,charge
up,up
a,a
steep,steep
cliff,cliff
",",","
and,and
there,there
are,be
at,at
least,least
two,two
other,other
horsemen,horseman
following,follow
.,.
It,it
's,be
a,a
Western,western
scene,scene
by,by
a,a
guy,guy
named,name
W.H.S.,W.H.S.
Koerner,Koerner
called,call
','
A,a
Charge,Charge
to,to
Keep,keep
.,.
','
It,it
's,be
on,on
loan,loan
",",","
by,by
the,the
way,way
",",","
from,from
a,a
guy,guy
named,name
Joe,Joe
O'Neill,O'Neill
in,in
Midland,Midland
",",","
Texas,Texas
.,.
He,he
was,be
the,the
person,person
",",","
he,he
and,and
his,he
wife,wife
Jan,Jan
",",","
introduced,introduce
--,--
reintroduced,reintroduce
me,I
and,and
Laura,Laura
in,in
his,he
backyard,backyard
in,in
July,July
of,of
1977,1977
.,.
Four,four
months,month
later,later
",",","
we,we
were,be
married,marry
.,.
So,so
he,he
's,be
got,get
a,a
--,--
I,I
'm,be
a,a
decision,decision
-,-
maker,maker
and,and
I,I
can,can
make,make
good,good
decisions,decision
.,.
(,(
Applause,applause
.,.
),)
	,PUNCT
And,and
so,so
we,we
sang,sing
this,this
hymn,hymn
--,--
this,this
is,be
a,a
long,long
story,story
trying,try
to,to
get,get
to,to
your,you
answer,answer
.,.
(,(
Laughter,laughter
.,.
),)
This,this
is,be
not,not
a,a
filibuster,filibuster
.,.
(,(
Laughter,laughter
.,.
),)
That,that
's,be
a,a
Senate,Senate
term,term
--,--
particularly,particularly
on,on
good,good
judges,judge
.,.
(,(
Applause,applause
.,.
),)
The,the
hymn,hymn
was,be
sung,sing
at,at
my,my
first,first
inaugural,inaugural
church,church
service,service
as,as
governor,governor
.,.
Laura,Laura
and,and
I,I
are,be
Methodists,Methodists
.,.
One,one
of,of
the,the
Wesley,Wesley
boys,boy
wrote,write
the,the
hymn,hymn
.,.
The,the
painting,painting
is,be
based,base
upon,upon
the,the
hymn,hymn
called,call
",",","
','
A,a
Charge,Charge
to,to
Keep,keep
.,.
','
I,I
have,have
.,.
The,the
hymn,hymn
talks,talk
about,about
serving,serve
something,something
greater,greater
than,than
yourself,yourself
in,in
life,life
.,.
I,I
--,--
which,which
I,I
try,try
to,to
do,do
",",","
as,as
best,best
as,as
I,I
possibly,possibly
can,can
.,.
(,(
Applause,applause
.,.
),)
	,PUNCT
The,the
book,book
--,--
I,I
guess,guess
one,one
way,way
",",","
one,one
thing,thing
to,to
think,think
about,about
it,it
is,be
--,--
one,one
of,of
the,the
themes,theme
would,would
be,be
",",","
I,I
was,be
given,give
a,a
charge,charge
to,to
keep,keep
.,.
And,and
I,I
gave,give
it,it
all,all
my,my
heart,heart
",",","
all,all
my,my
energy,energy
",",","
based,base
upon,upon
principles,principle
that,that
did,do
not,not
change,change
once,once
I,I
got,get
into,into
the,the
Oval,Oval
Office,Office
.,.
(,(
Applause,applause
.,.
),)
	,PUNCT
Now,now
that,that
's,be
a,a
rambling,rambling
response,response
.,.
And,and
I,I
have,have
to,to
wonder,wonder
:,:
Did,do
he,he
forget,forget
that,that
he,he
already,already
has,have
a,a
memoir,memoir
called,call
	,PUNCT
A,a
Charge,Charge
to,to
Keep,keep
	,PUNCT
?,?
That,that
was,be
the,the
name,name
of,of
his,he
	,PUNCT
autobiography,autobiography
	,PUNCT
--,--
ghost,ghost
-,-
written,write
by,by
adviser,adviser
Karen,Karen
Hughes,Hughes
in,in
1999,1999
.,.
There,there
has,have
been,be
random,random
speculation,speculation
about,about
Google,Google
developiong,developiong
a,a
new,new
browser,browser
and,and
/,/
or,or
acquiring,acquire
Firefox,Firefox
.,.
It,it
is,be
true,true
that,that
Google,Google
has,have
been,be
in,in
acquisition,acquisition
mode,mode
.,.
They,they
have,have
acquired,acquire
Urchin,Urchin
",",","
Zipdash,Zipdash
",",","
Applied,Applied
Semantics,Semantics
",",","
Picasa,Picasa
",",","
Blogger,Blogger
",",","
and,and
satellite,satellite
imaging,imaging
company,company
Keyhole,Keyhole
",",","
so,so
why,why
not,not
Firefox,Firefox
?,?
I,I
have,have
no,no
inside,inside
information,information
",",","
but,but
I,I
have,have
been,be
following,follow
links,link
today,today
that,that
strongly,strongly
indicate,indicate
that,that
Google,Google
is,be
damn,damn
serious,serious
about,about
securing,secure
permanent,permanent
control,control
of,of
the,the
leading,lead
edge,edge
browser,browser
technology,technology
in,in
Firefox,Firefox
.,.
Ben,Ben
Goodger,Goodger
is,be
the,the
lead,lead
engineer,engineer
for,for
Mozilla,Mozilla
Firefox,Firefox
.,.
He,he
announced,announce
this,this
in,in
January,January
:,:
As,as
of,of
January,January
10,10
",",","
2005,2005
",",","
my,my
source,source
of,of
income,income
changed,change
from,from
The,the
Mozilla,Mozilla
Foundation,Foundation
to,to
Google,Google
",",","
Inc.,Inc.
of,of
Mountain,Mountain
View,View
",",","
California,California
.,.
My,my
role,role
with,with
Firefox,Firefox
and,and
the,the
Mozilla,Mozilla
project,project
will,will
remain,remain
largely,largely
unchanged,unchanged
",",","
I,I
will,will
continue,continue
doing,do
much,much
the,the
same,same
work,work
as,as
I,I
have,have
described,describe
above,above
-,-
with,with
the,the
new,new
goal,goal
of,of
successful,successful
1.1,1.1
",",","
1.5,1.5
and,and
2.0,2.0
releases,release
.,.
I,I
remain,remain
devoted,devoted
full,full
-,-
time,time
to,to
the,the
advancement,advancement
of,of
Firefox,Firefox
",",","
the,the
Mozilla,Mozilla
platform,platform
and,and
web,web
browsing,browsing
in,in
general,general
.,.
He,he
also,also
announced,announce
this,this
in,in
January,January
:,:
Welcome,welcome
Darin,Darin
!,!
I,I
just,just
want,want
to,to
extend,extend
a,a
big,big
	,PUNCT
Welcome,welcome
!,!
	,PUNCT
to,to
Darin,Darin
Darin,Darin
Fisher,Fisher
who,who
joined,join
me,I
at,at
Google,Google
this,this
week,week
.,.
2005,2005
is,be
going,go
to,to
rock,rock
!,!
Darin,Darin
Fisher,Fisher
wrote,write
this,this
response,response
on,on
January,January
25,25
",",","
2005,2005
:,:
Me,I
and,and
the,the
big,big
	,PUNCT
G,G
	,PUNCT
Following,follow
on,on
the,the
heels,heel
of,of
Ben,Ben
's,'s
annoucement,annoucement
yesterday,yesterday
",",","
I,I
thought,think
I,I
'd,would
post,post
that,that
I,I
have,have
joined,join
Google,Google
as,as
well,well
.,.
Like,like
Ben,Ben
",",","
I,I
will,will
still,still
be,be
very,very
much,much
involved,involved
with,with
the,the
Mozilla,Mozilla
project,project
and,and
community,community
:-),:-)
Posted,post
by,by
darin,darin
Ben,Ben
made,make
another,another
announcement,announcement
on,on
March,March
28,28
",",","
2005,2005
:,:
I,I
want,want
to,to
use,use
this,this
opportunity,opportunity
to,to
welcome,welcome
Brian,Brian
Ryner,Ryner
to,to
Google,Google
!,!
Brian,Brian
has,have
been,be
one,one
of,of
the,the
most,most
crucial,crucial
elements,element
to,to
the,the
success,success
of,of
Mozilla,Mozilla
software,software
over,over
the,the
past,past
few,few
years,year
",",","
...,...
Great,great
to,to
have,have
you,you
on,on
board,board
!,!
Now,now
",",","
none,none
of,of
this,this
has,have
been,be
confirmed,confirm
by,by
Google,Google
at,at
the,the
present,present
time,time
",",","
but,but
it,it
's,be
an,a
old,old
adage,adage
that,that
you,you
follow,follow
the,the
money,money
to,to
see,see
who,who
is,be
behind,behind
something,something
.,.
In,in
this,this
case,case
",",","
following,follow
the,the
talent,talent
leads,lead
me,I
to,to
think,think
that,that
Google,Google
will,will
be,be
making,make
an,a
announcement,announcement
this,this
year,year
that,that
formalizes,formalize
the,the
Google,Google
-,-
Mozilla,Mozilla
/,/
Firefox,Firefox
relationship,relationship
.,.
If,if
you,you
have,have
not,not
already,already
seen,see
the,the
Flash,Flash
movie,movie
Epic,Epic
",",","
you,you
should,should
take,take
a,a
few,few
minutes,minute
and,and
view,view
the,the
future,future
history,history
of,of
media,media
as,as
conceived,conceive
by,by
Robin,Robin
Sloan,Sloan
and,and
Matt,Matt
Thompson,Thompson
",",","
with,with
music,music
by,by
Aaron,Aaron
McLeran,McLeran
.,.
In,in
this,this
movie,movie
Google,Google
and,and
Amazon,Amazon
(,(
GOOGLEZON,GOOGLEZON
),)
create,create
a,a
brave,brave
new,new
world,world
of,of
media,media
in,in
2008,2008
.,.
This,this
is,be
one,one
thought,thought
-,-
provoking,provoke
film,film
.,.
Every,every
move,move
Google,Google
makes,make
brings,bring
this,this
particular,particular
future,future
closer,closer
.,.
Just,just
one,one
small,small
commment,commment
-,-
it,it
's,be
not,not
possible,possible
",",","
as,as
far,far
as,as
I,I
know,know
",",","
for,for
Google,Google
to,to
	,PUNCT
Aquire,aquire
	,PUNCT
Firefox,Firefox
.,.
They,they
already,already
have,have
rights,rights
to,to
take,take
it,it
",",","
alter,alter
it,it
",",","
and,and
release,release
those,those
changes,change
to,to
the,the
world,world
-,-
this,this
is,be
what,what
the,the
whole,whole
open,open
source,source
thing,thing
is,be
about,about
.,.
I,I
'm,be
inclined,inclined
to,to
say,say
that,that
google,google
is,be
doing,do
what,what
they,they
can,can
to,to
both,both
shape,shape
and,and
support,support
the,the
growth,growth
of,of
the,the
most,most
popular,popular
non-Microsoft,non-microsoft
browser,browser
out,out
there,there
-,-
by,by
taking,take
on,on
the,the
leading,lead
lights,light
in,in
Firefox,Firefox
development,development
",",","
they,they
're,be
ensuring,ensure
the,the
continued,continue
life,life
of,of
the,the
project,project
",",","
and,and
ensuring,ensure
(,(
not,not
that,that
I,I
think,think
they,they
need,need
to,to
),)
that,that
their,they
voice,voice
will,will
be,be
heard,hear
admidst,admidst
the,the
higher,higher
echelons,echelon
of,of
the,the
firefox,firefox
development,development
team,team
.,.
It,it
's,be
this,this
sort,sort
of,of
enlightened,enlightened
self,self
interest,interest
that,that
keeps,keep
large,large
open,open
source,source
projects,project
alive,alive
.,.
Fascinating,fascinating
viewpoint,viewpoint
of,of
the,the
future,future
in,in
Epic,Epic
.,.
Thanks,thanks
for,for
the,the
link,link
.,.
Malach,Malach
",",","
What,what
you,you
say,say
makes,make
sense,sense
.,.
Acquiring,acquire
open,open
source,source
